iter	Passed	Remaining
1750	3598	511
1751	3598	509
1752	3599	507
1753	3602	505
1754	3604	503
1755	3605	500
1756	3605	498
1757	3611	497
1758	3611	494
1759	3623	494
1760	3623	491
1761	3623	489
1762	3623	487
1763	3624	484
1764	3624	482
1765	3624	480
1766	3624	477
1767	3625	475
1768	3625	473
1769	3625	471
1770	3625	468
1771	3625	466
1772	3626	464
1773	3626	461
1774	3626	459
1775	3626	457
1776	3626	455
1777	3627	452
1778	3627	450
1779	3628	448
1780	3628	446
1781	3629	443
1782	3630	441
1783	3630	439
1784	3630	437
1785	3630	435
1786	3631	432
1787	3631	430
1788	3631	428
1789	3631	426
1790	3632	423
1791	3632	421
1792	3632	419
1793	3633	417
1794	3633	414
1795	3641	413
1796	3641	411
1797	3641	409
1798	3641	406
1799	3643	404
1800	3690	407
1801	3691	405
1802	3692	403
1803	3695	401
1804	3695	399
1805	3695	397
1806	3696	394
1807	3696	392
1808	3696	390
1809	3696	388
1810	3719	388
1811	3719	385
1812	3721	383
1813	3721	381
1814	3722	379
1815	3722	377
1816	3727	375
1817	3727	373
1818	3744	372
1819	3744	370
1820	3745	368
1821	3745	365
1822	3746	363
1823	3747	361
1824	3747	359
1825	3748	357
1826	3749	355
1827	3749	352
1828	3750	350
1829	3751	348
1830	3751	346
1831	3751	344
1832	3752	341
1833	3752	339
1834	3752	337
1835	3752	335
1836	3753	333
1837	3753	330
1838	3753	328
1839	3753	326
1840	3754	324
1841	3754	322
1842	3755	319
1843	3777	319
1844	3778	317
1845	3779	315
1846	3780	313
1847	3780	310
1848	3780	308
1849	3781	306
1850	3781	304
1851	3783	302
1852	3783	300
1853	3784	297
1854	3784	295
1855	3784	293
1856	3784	291
1857	3785	289
1858	3785	287
1859	3788	285
1860	3789	283
1861	3789	280
1862	3791	278
1863	3792	276
1864	3793	274
1865	3793	272
1866	3793	270
1867	3793	268
1868	3794	265
1869	3794	263
1870	3794	261
1871	3795	259
1872	3795	257
1873	3795	255
1874	3796	253
1875	3805	251
1876	3809	249
1877	3811	247
1878	3811	245
1879	3811	243
1880	3812	241
1881	3812	239
1882	3812	236
1883	3812	234
1884	3813	232
1885	3813	230
1886	3813	228
1887	3814	226
1888	3814	224
1889	3814	222
1890	3814	219
1891	3814	217
1892	3815	215
1893	3815	213
1894	3847	213
1895	3847	211
1896	3848	208
1897	3850	206
1898	3850	204
1899	3865	203
1900	3865	201
1901	3867	199
1902	3867	197
1903	3868	195
1904	3868	192
1905	3869	190
1906	3870	188
1907	3871	186
1908	3871	184
1909	3871	182
1910	3872	180
1911	3872	178
1912	3873	176
1913	3873	174
1914	3873	171
1915	3874	169
1916	3874	167
1917	3874	165
1918	3875	163
1919	3875	161
1920	3880	159
1921	3881	157
1922	3882	155
1923	3882	153
1924	3883	151
1925	3883	149
1926	3884	147
1927	3884	145
1928	3885	143
1929	3885	140
1930	3886	138
1931	3886	136
1932	3886	134
1933	3887	132
1934	3887	130
1935	3887	128
1936	3888	126
1937	3888	124
1938	3888	122
1939	3888	120
1940	3890	118
1941	3890	116
1942	3895	114
1943	3896	112
1944	3899	110
1945	3910	108
1946	3911	106
1947	3911	104
1948	3911	102
1949	3914	100
1950	3917	98
1951	3917	96
1952	3918	94
1953	3918	92
1954	3919	90
1955	3920	88
1956	3922	86
1957	3923	84
1958	3924	82
1959	3924	80
1960	3924	78
1961	3935	76
1962	3935	74
1963	3937	72
1964	3937	70
1965	3944	68
1966	3944	66
1967	3945	64
1968	4038	63
1969	4101	62
1970	4102	60
1971	4102	58
1972	4102	56
1973	4103	54
1974	4103	51
1975	4103	49
1976	4104	47
1977	4104	45
1978	4105	43
1979	4133	41
1980	4134	39
1981	4134	37
1982	4135	35
1983	4135	33
1984	4135	31
1985	4136	29
1986	4137	27
1987	4137	24
1988	4138	22
1989	4139	20
1990	4139	18
1991	4139	16
1992	4139	14
1993	4140	12
1994	4140	10
1995	4140	8
1996	4140	6
1997	4141	4
1998	4141	2
1999	4141	0
